Consumption_kWh,Voltage,Frequency,Peak_Hours_Usage,Theft_Label
0.3746386134092265,0.3937983519813537,0.37361481063685176,0.4995814659438518,0
0.9509822237862708,0.47364221655126126,0.3328717223705482,0.7467389703615702,0
0.7321975449221149,0.8549627757108089,0.17605824614061305,0.5625986490432054,0
0.5988228802953739,0.3401378312652126,0.6073230679069823,0.08307734705783268,0
0.15605287922072453,0.8700733424296088,0.47663447745907206,0.18538852069973635,0
0.15602875202202388,0.0881298672402222,0.8658485463280385,0.21914752833168624,0
0.058089053356304446,0.7771712181646491,0.03196310610942277,0.25769622756563726,1
0.8664192048820101,0.847959180133727,0.6439372355323911,0.5653361572207678,0
0.601280130178332,0.18186442163200844,0.7630601892952384,0.5038784098378537,0
0.7082691468797103,0.4305294794087642,0.7595966587295706,0.20297408379723134,0
0.020578908946745522,0.16553760228430558,0.8862287071533217,0.06732444631575617,0
0.9701834139484204,0.706938447870896,0.7291330909032112,0.17123585158507124,0
0.8326757806409296,0.5355882491912363,0.9279795230617296,0.9844513916312915,0
0.21238991037301408,0.635618608185994,0.3326161358401052,0.4684479718125222,0
0.18186679428178676,0.19654177361517444,0.5032291109815858,0.8673772269804958,0
0.18344680138933062,0.2118090296290811,0.013926829311046163,0.8487780953573035,1
0.3043200665780607,0.04146720756403788,0.00680224119850692,0.5114346631128931,0
0.5248990969866223,0.32219115213151195,0.24005351885085702,0.7066667775508626,1
0.4320603929946729,0.5599985104309511,0.10068495412058809,0.19256264477035628,0
0.2913031373409214,0.8583521526549376,0.2601453507239384,0.6883697794145909,0
0.612021170609529,0.6672400260018181,0.1769479418732658,0.27222131200346955,0
0.13952324035340252,0.43558203740514756,0.02837228434066219,0.8320822554236853,0
0.292218914881409,0.9535895085729402,0.9094670803245464,0.08349903521164817,0
0.36645793305073815,0.7195864459670727,0.008068231672908155,0.7731395202845786,0
0.45619245246525064,0.9306220191892303,0.736183978556916,0.09971712216519363,0
0.785395202565324,0.5278242025207813,0.1520437530363381,0.8812254962487115,0
0.19972085763974234,0.25899328222289686,0.912393587805937,0.30405167938388233,0
0.5143740097979023,0.05280277619818907,0.8929530506541923,0.6543552952324876,0
0.5925771289501379,0.7264298445749091,0.653973993311773,0.4874095129666385,0
0.04645243319014172,0.12131660856394966,0.6723134632483649,0.3661706584067941,0
0.6077118610176088,0.3028881741784941,0.005183224999072422,0.6454008298548944,0
0.17056262777258208,0.5327098126744927,0.9850611545362469,0.94758097979727,0
0.06505908309356669,0.5646729967997599,0.8779844367001814,0.04103073568787398,0
0.9491529168839437,0.6008594230411548,0.8952641516896449,0.9189014589248982,0
0.965904336977232,0.16629357196748895,0.6593192687398854,0.6090287351882417,0
0.8086234174889584,0.37989262122977685,0.3447507433417414,0.8073263487188665,0
0.3046917020383996,0.6174795549738965,0.893806060926579,0.3837482254758541,0
0.09768919611063485,0.9702974086806195,0.2914619531873157,0.471745077081539,0
0.6844225856256394,0.7279769780586305,0.5627522254488468,0.8688829674017537,1
0.4402702814830406,0.923056430222502,0.0996083497141953,0.41473139279392635,0
0.12206248175588817,0.762576846849206,0.9221230265435096,0.5345822561907986,0
0.495310877669232,0.5919883368093837,0.140662310786432,0.01994900443936244,0
0.0343869948113696,0.19207573002359357,0.22481833219616476,0.15839744673188882,0
0.9095761476641648,0.6669980979468422,0.5581732256774998,0.6416442738945686,0
0.25884443713569466,0.623668282994668,0.7642047145567759,0.716959342283068,0
0.6627054594691518,0.6027464299064871,0.6194119662927378,0.5825393382926771,1
0.3117910959026909,0.49000138405355464,0.23205799197317134,0.14310446676625663,0
0.5202093079149094,0.5288934187805143,0.0007855749435137227,0.4452988663116789,0
0.5468594001806559,0.3345729247734832,0.7572598458874609,0.3549586061292227,0
0.18489717341491546,0.5195443875560377,0.9853970327645527,0.49557125239301536,1
0.969858093919431,0.19761129804883293,0.8100409965432789,0.8703617346397303,0
0.7753491113696971,0.8055627265632355,0.4602111442324741,0.7758631784036819,0
0.9397635610859738,0.18582589294252916,0.903928242320859,0.08376449046237913,0
0.8950788343615133,0.08495999021034084,0.40983443634462446,0.8903484460596416,0
0.5980641518725006,0.43643220594649357,0.5249614413028354,0.4716692285436702,0
0.9221336720368142,0.6586152948253616,0.4771402626862198,0.7438533973414456,1
0.0885068849104791,0.43790381042827065,0.4476239604947949,0.1398325897976116,0
0.19602885259329994,0.27685291998350614,0.7753063980962551,0.6706868067638255,0
0.04522894972368467,0.5584241708207429,0.5267969115164703,0.2361509326957644,1
0.32541435528988955,0.3471396150549557,0.3166710357950677,0.43827203268973725,0
0.38877994125685705,0.9333259872468744,0.258091426231978,0.016615859406635153,0
0.2714171832124827,0.9230978354071357,0.03760283116435659,0.15140778881907466,0
0.8289695595062272,0.5025942323498906,0.5832430690702566,0.09185813389827857,0
0.3568465910864306,0.3280107980087523,0.22988472828031092,0.2395702082738125,0
0.28100547971569506,0.7374834604191909,0.14802837230818255,0.09979833222755888,1
0.5428440236296342,0.03668020399585359,0.6539027856623534,0.6918842525458434,0
0.14095402527176004,0.47497629381025863,0.6812917370126286,0.028796882373769386,0
0.8024212269214852,0.33645482252297043,0.7522623957345402,0.6176904185992711,0
0.07456092696404264,0.9209874251669126,0.5035967201878009,0.1405014084823326,0
0.9871654904631062,0.01195674830083071,0.8942121602307864,0.9452186824699893,0
0.7724602080789843,0.553064927727644,0.9365152245043831,0.933147343497438,0
0.19876247528807084,0.7410165623873306,0.8074979193395251,0.22532447055884133,0
0.005512102714048658,0.48523089108983264,0.6356598713831758,0.6143701283783958,0
0.8156895750053765,0.08539696978987976,0.3036702832899323,0.027761960568001648,0
0.7070535555942817,0.9729413820129515,0.9831338304675512,0.9318413855708216,0
0.7292098928971182,0.5182414127323165,0.2740750616023675,0.5229061722253863,0
0.7714854989413424,0.6144699239899856,0.20257060389730697,0.04298477992996859,0
0.07405478623248905,0.23668657415358663,0.4421522722961697,0.3423597050257161,0
0.3585594964652958,0.48371015586137656,0.05670281957370804,0.07662211089336804,0
0.1158914924031423,0.429331783091798,0.9786818037325133,0.3928206838032049,0
0.8633455814558102,0.07488402434888641,0.5884833113153789,0.6698933632640653,0
0.6234697681612645,0.10616566688624474,0.556990742269285,0.46979137019695505,0
0.33098368654807375,0.8378785461673663,0.6558697953028627,0.3835953966900939,0
0.06356540130941894,0.23989850262425882,0.4970411601330298,0.11894356024990849,0
0.3110621272402432,0.19501224052833965,0.031917026474204135,0.24476678357100143,0
0.32526730332576087,0.5051352551866257,0.6123694660081114,0.0999235709732646,0
0.7298090793319199,0.7691155007077901,0.7162686890363332,0.807510840050938,0
0.6377333056193473,0.06192760550864751,0.41673825814095977,0.13503161358539242,0
0.8874619874506822,0.5770711183311255,0.7574048887934026,0.5953159540297545,0
0.47234214079627346,0.1192229068099726,0.226923568111296,0.3426002044006714,0
0.11961777419958593,0.03642817331702286,0.2211968405923983,0.22579990845966794,0
0.7134428771840214,0.05271999666253002,0.16131612324624456,0.6394254784731265,0
0.7609971176923321,0.834568321955035,0.3719681713535721,0.45689954781488973,0
0.5614306017787029,0.11798426927343986,0.8471529973342413,0.4000240717435203,0
0.7711822430644144,0.04512324865061501,0.8280462870596921,0.5927937660345381,0
0.49392915774993507,0.4380869729442525,0.38280143934301947,0.491176096873421,0
