Consumption_kWh,Voltage,Frequency,Peak_Hours_Usage,Theft_Label
0.3746386134092265,0.39379835198135404,0.3736148106368517,0.49958146594385167,0
0.9509822237862708,0.47364221655126165,0.3328717223705482,0.7467389703615701,0
0.7321975449221149,0.8549627757108097,0.176058246140613,0.5625986490432053,0
0.5988228802953739,0.34013783126521285,0.6073230679069823,0.08307734705783258,0
0.1560528792207245,0.8700733424296095,0.476634477459072,0.18538852069973627,0
0.1560287520220238,0.08812986724022229,0.8658485463280385,0.21914752833168613,0
0.0580890533563044,0.7771712181646497,0.0319631061094227,0.25769622756563715,1
0.8664192048820101,0.8479591801337277,0.6439372355323911,0.5653361572207677,0
0.601280130178332,0.18186442163200855,0.7630601892952384,0.5038784098378536,0
0.7082691468797103,0.43052947940876457,0.7595966587295706,0.20297408379723125,0
0.0205789089467455,0.16553760228430564,0.8862287071533217,0.06732444631575608,0
0.9701834139484204,0.7069384478708967,0.7291330909032112,0.17123585158507118,0
0.8326757806409296,0.5355882491912367,0.9279795230617296,0.9844513916312914,0
0.212389910373014,0.6356186081859946,0.3326161358401052,0.46844797181252207,0
0.1818667942817867,0.19654177361517455,0.5032291109815858,0.8673772269804956,0
0.1834468013893306,0.2118090296290813,0.0139268293110461,0.8487780953573033,1
0.3043200665780607,0.041467207564037836,0.0068022411985069,0.511434663112893,0
0.5248990969866223,0.32219115213151217,0.240053518850857,0.7066667775508625,1
0.4320603929946729,0.5599985104309515,0.100684954120588,0.19256264477035615,0
0.2913031373409214,0.8583521526549384,0.2601453507239384,0.6883697794145908,0
0.612021170609529,0.6672400260018186,0.1769479418732658,0.27222131200346944,0
0.1395232403534025,0.4355820374051479,0.0283722843406621,0.8320822554236851,0
0.292218914881409,0.9535895085729411,0.9094670803245464,0.08349903521164809,0
0.3664579330507381,0.7195864459670733,0.0080682316729081,0.7731395202845783,0
0.4561924524652506,0.9306220191892312,0.736183978556916,0.09971712216519357,0
0.785395202565324,0.5278242025207818,0.1520437530363381,0.8812254962487113,0
0.1997208576397423,0.258993282222897,0.912393587805937,0.3040516793838822,0
0.5143740097979023,0.05280277619818905,0.8929530506541923,0.6543552952324875,0
0.5925771289501379,0.7264298445749098,0.653973993311773,0.48740951296663837,0
0.0464524331901417,0.12131660856394971,0.6723134632483649,0.366170658406794,0
0.6077118610176088,0.3028881741784944,0.0051832249990724,0.6454008298548943,0
0.170562627772582,0.5327098126744931,0.9850611545362468,0.9475809797972697,0
0.0650590830935666,0.5646729967997605,0.8779844367001814,0.041030735687873895,0
0.9491529168839437,0.6008594230411554,0.8952641516896449,0.9189014589248979,0
0.965904336977232,0.16629357196748903,0.6593192687398854,0.6090287351882416,0
0.8086234174889584,0.3798926212297771,0.3447507433417414,0.8073263487188663,0
0.3046917020383996,0.6174795549738971,0.893806060926579,0.38374822547585397,0
0.0976891961106348,0.9702974086806205,0.2914619531873157,0.4717450770815389,0
0.6844225856256394,0.7279769780586312,0.5627522254488468,0.8688829674017535,1
0.4402702814830406,0.9230564302225027,0.0996083497141953,0.4147313927939262,0
0.1220624817558881,0.7625768468492067,0.9221230265435096,0.5345822561907985,0
0.495310877669232,0.5919883368093842,0.140662310786432,0.019949004439362397,0
0.0343869948113696,0.19207573002359365,0.2248183321961647,0.15839744673188877,0
0.9095761476641648,0.6669980979468427,0.5581732256774998,0.6416442738945685,0
0.2588444371356946,0.6236682829946686,0.7642047145567759,0.7169593422830679,0
0.6627054594691518,0.6027464299064876,0.6194119662927378,0.582539338292677,1
0.3117910959026909,0.49000138405355503,0.2320579919731713,0.14310446676625657,0
0.5202093079149094,0.5288934187805148,0.0007855749435137,0.4452988663116788,0
0.5468594001806559,0.3345729247734835,0.7572598458874609,0.35495860612922264,0
0.1848971734149154,0.5195443875560382,0.9853970327645528,0.4955712523930152,1
0.969858093919431,0.19761129804883307,0.8100409965432789,0.8703617346397301,0
0.7753491113696971,0.8055627265632361,0.4602111442324741,0.7758631784036817,0
0.9397635610859738,0.18582589294252927,0.903928242320859,0.08376449046237909,0
0.8950788343615133,0.08495999021034087,0.4098344363446244,0.8903484460596414,0
0.5980641518725006,0.4364322059464939,0.5249614413028354,0.4716692285436701,0
0.9221336720368142,0.6586152948253622,0.4771402626862198,0.7438533973414455,1
0.0885068849104791,0.437903810428271,0.4476239604947949,0.13983258979761157,0
0.1960288525932999,0.2768529199835063,0.7753063980962551,0.6706868067638254,0
0.0452289497236846,0.5584241708207434,0.5267969115164703,0.23615093269576434,1
0.3254143552898895,0.34713961505495605,0.3166710357950677,0.4382720326897371,0
0.388779941256857,0.9333259872468752,0.258091426231978,0.016615859406635097,0
0.2714171832124827,0.9230978354071364,0.0376028311643565,0.15140778881907457,0
0.8289695595062272,0.5025942323498911,0.5832430690702566,0.09185813389827849,0
0.3568465910864306,0.3280107980087526,0.2298847282803109,0.23957020827381245,0
0.281005479715695,0.7374834604191915,0.1480283723081825,0.09979833222755877,1
0.5428440236296342,0.03668020399585353,0.6539027856623534,0.6918842525458433,0
0.14095402527176,0.474976293810259,0.6812917370126286,0.028796882373769293,0
0.8024212269214852,0.33645482252297065,0.7522623957345402,0.617690418599271,0
0.0745609269640426,0.9209874251669133,0.5035967201878009,0.14050140848233258,0
0.9871654904631062,0.01195674830083071,0.8942121602307864,0.945218682469989,0
0.7724602080789843,0.5530649277276445,0.9365152245043832,0.9331473434974378,0
0.1987624752880708,0.7410165623873313,0.8074979193395251,0.22532447055884125,0
0.0055121027140486,0.485230891089833,0.6356598713831758,0.6143701283783957,0
0.8156895750053765,0.08539696978987978,0.3036702832899323,0.027761960568001592,0
0.7070535555942817,0.9729413820129524,0.9831338304675512,0.9318413855708214,0
0.7292098928971182,0.5182414127323169,0.2740750616023675,0.5229061722253862,0
0.7714854989413424,0.6144699239899861,0.2025706038973069,0.04298477992996849,0
0.074054786232489,0.23668657415358682,0.4421522722961697,0.34235970502571605,0
0.3585594964652958,0.48371015586137694,0.056702819573708,0.07662211089336798,0
0.1158914924031423,0.42933178309179837,0.9786818037325132,0.3928206838032048,0
0.8633455814558102,0.07488402434888647,0.5884833113153789,0.6698933632640652,0
0.6234697681612645,0.10616566688624479,0.556990742269285,0.4697913701969549,0
0.3309836865480737,0.8378785461673671,0.6558697953028627,0.3835953966900938,0
0.0635654013094189,0.23989850262425902,0.4970411601330298,0.11894356024990838,0
0.3110621272402432,0.19501224052833976,0.0319170264742041,0.24476678357100135,0
0.3252673033257608,0.5051352551866262,0.6123694660081114,0.09992357097326457,0
0.7298090793319199,0.7691155007077908,0.7162686890363332,0.8075108400509378,0
0.6377333056193473,0.06192760550864756,0.4167382581409597,0.13503161358539237,0
0.8874619874506822,0.577071118331126,0.7574048887934026,0.5953159540297543,0
0.4723421407962734,0.11922290680997272,0.226923568111296,0.34260020440067135,0
0.1196177741995859,0.03642817331702283,0.2211968405923983,0.22579990845966785,0
0.7134428771840214,0.05271999666253005,0.1613161232462445,0.6394254784731264,0
0.7609971176923321,0.8345683219550358,0.3719681713535721,0.45689954781488956,0
0.5614306017787029,0.11798426927343991,0.8471529973342413,0.40002407174352017,0
0.7711822430644144,0.04512324865061504,0.8280462870596921,0.592793766034538,0
0.493929157749935,0.43808697294425286,0.3828014393430194,0.4911760968734209,0
0.5228748997003703,0.8444030715635912,0.5891687325590311,0.3033311337297546,0
0.4276550977240365,0.26249930394706245,0.72091276605844,0.5589919745057942,0
0.0254149630085956,0.4218908337185358,0.241134054024549,0.6694654574596605,1
0.1079115140651603,0.03989155173009523,0.1680425932097122,0.026449369641306994,0
0.0314267891964936,0.4492717251228479,0.972281075373381,0.465771874165122,1
0.6365859082372942,0.5778767205077436,0.6176173407802992,0.05744965218794559,0
0.3144367786183848,0.5711670191405261,0.9816040912942796,0.18621396842379606,0
0.5087085971359635,0.33255598527859687,0.3377173218318887,0.5604398951973798,0
0.907821703772572,0.31565321718237477,0.7031218764820863,0.8662202584890872,0
0.2493538948307929,0.1066291861157609,0.2225243541493142,0.8828424683076548,0
0.4104919570990818,0.3669464472476183,0.2611345028375709,0.06971439601232068,1
0.7557616685981755,0.09949632983451379,0.5119248816322539,0.4189899044770164,0
0.2288538049369957,0.7669631353419362,0.3195730625338413,0.5829450174244324,0
0.0769909074336938,0.9667508995946309,0.167522887907225,0.14686556728154027,0
0.2898250155457929,0.9705531407619485,0.2628156263178667,0.7654305384684194,1
0.1612570558597034,0.8654922482151138,0.0356032035932187,0.7442266331750678,0
0.9299593898157664,0.601068489886425,0.7045142889506977,0.9033845329744894,0
0.8083463674948909,0.7011968718197907,0.4921324386242958,0.008236256018145698,0
0.6335783693833972,0.2853092216982074,0.0941185080542226,0.21650272177799415,0
0.871705203174617,0.6310631869320457,0.1715967536420066,0.8272052750812113,0
0.8038967568154954,0.45584636094315767,0.1024129043701691,0.6705472861729083,0
0.1866132812450033,0.4822285991759174,0.612651084742474,0.8944304393574696,0
0.8928098154197004,0.7581389185354481,0.0940857937271104,0.05694585707745649,0
0.5394891961970354,0.2820199733001847,0.7543905869132459,0.5969070744923735,0
0.8076659430759746,0.3181610215807969,0.0203603538121512,0.5689805341626177,0
0.8963431555190626,0.9250955809720356,0.2493059488061462,0.035433570887792996,1
0.3180853450518715,0.05620224636084355,0.8908230359120637,0.5134378388582796,1
0.1100726468893128,0.48584753967885375,0.718626961730152,0.6094675352401854,0
0.227990548223103,0.9132481021308382,0.0728362704489598,0.19110333044801833,0
0.4272217406014468,0.6106445925952656,0.8212579358201424,0.27316662557571403,0
0.8182436632765765,0.5466536151480059,0.4930512270438427,0.6403046733273101,0
0.8609720411071519,0.24982816750113043,0.8469239083370965,0.4682018889974719,0
0.0069425366140878,0.3434107266290989,0.600793870057835,0.8580423214734866,0
0.5108858485768589,0.8524624290304076,0.6819157312445796,0.34224143927963774,0
0.4175221038044855,0.5594716923605492,0.9936941928314909,0.26649451487125236,0
0.2221614826312059,0.5149713843237209,0.232259696218037,0.9849361781870142,0
0.1198889753176461,0.09958142110072468,0.6240078556304454,0.9111818440125272,0
0.3377028082619435,0.015984083001666413,0.4603259566161526,0.028749709708459994,0
0.9431753263618372,0.9641603718640779,0.0393080683870152,0.7707286728455679,0
0.3232863309902307,0.37713987618931843,0.0143179454387407,0.11011839716713967,0
0.5189315328638332,0.6034907291546988,0.1191128324774553,0.027241665461847295,0
0.703214041972777,0.07970589617068496,0.6491628910842877,0.27353267834641176,0
0.3637248887266154,0.6834357336385525,0.5672053401902701,0.26918161591277495,0
